,external_mall_id,block_id,average_dwell_time,median_dwell_time,store_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data,mall_name,mall_country,mall_id,total_mall_area,store_name,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,service_charges_r12m,marketing_costs_r12m,real_estate_taxes_r12m,maintenance_works_r12m
996,25,6256,2421.5383382099485,2520.0,11585.0,3431.0,188056.5,274.48,15044.52,6862,376113,25,Westfield Parquesur,Spain,61.0,91858.1,store_4203,29/04/2024,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,256145.0,2248232.0,142.0,857.0,8608.0,18402.0,1558.0
1000,33,6848,884.7413793103449,120.0,2188.0,884.33,73233.67,40.82,3380.02,2653,219701,65,Westfield Mokotow,Poland,5.0,65330.2,store_1078,26/11/2022,04/05/2024,Fashion apparel,Women's Fashion,Women's Fashion,390634.0,104131.0,0.0,1906.0,0.0,26416.0,68475.0
1001,30,7370,1144.963202826023,780.0,1731.0,1759.82,811544.73,66.07,30467.55,19358,8926992,293,Westfield Arkadia,Poland,6.0,77325.5,store_826,20/12/2014,2099-01-01 00:00:00,Services,Imaterial services,Travel Agency,954692.0,217974.0,35.0,18806.0,0.0,13818.0,4137.0
1002,13,7592,583.825132357521,240.0,207.0,46037.4,1268262.2,1662.0,45785.64,460374,12682622,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_195,02/11/2019,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,21101256.0,56067.0,1328.0,2108.0,0.0,13029.0,2351.0
1005,36,1183,435.0279082129884,240.0,7313.0,15771.5,751555.25,650.37,30991.97,63086,3006221,97,Westfield CentrO,Germany,35.0,139180.0,store_959,24/02/2024,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,11654107.0,320851.0,224.0,386.0,0.0,21977.0,5966.0
1008,33,6990,276.74692324393504,120.0,1914.0,33757.82,670525.82,1167.72,23194.29,371336,7375784,318,Westfield Mokotow,Poland,5.0,65330.2,store_996,06/09/2000,2099-01-01 00:00:00,Food Stores & Mass Merchandise,Hypermarkets,Hypermarkets,443737.0,103770.0,5125.06,20312.5,4678.0,35340.0,21867.5
1009,10,4647,346.61909009812666,180.0,1393.0,1620.38,177138.31,57.55,6291.8,21065,2302798,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_600,16/09/2021,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,52185208.0,105973.0,182.4,6054.0,0.0,10276.0,3841.0
1012,36,1191,744.0043591451232,420.0,7124.0,55342.0,761146.5,2282.14,31387.48,221368,3044586,97,Westfield CentrO,Germany,35.0,139180.0,store_199,28/10/2010,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1019858.0,163096.0,992.0,34071.0,0.0,10222.0,5966.0
1013,33,6910,338.63456849479724,120.0,2209.0,5159.91,267895.27,178.49,9266.82,56759,2946848,318,Westfield Mokotow,Poland,5.0,65330.2,store_753,31/05/2023,2099-01-01 00:00:00,Home,Furniture & Interior Design,General home furniture,716780.0,33822.0,166.2,41751.0,58667.0,2900.0,21867.5
1014,10,4504,2573.87323943662,600.0,1316.0,533.38,427363.69,18.95,15179.58,6934,5555728,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_717,17/12/2017,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,67284.0,377943.0,49.7,5995.0,15810.0,13212.0,835.0
1015,13,7700,148.69106934231326,120.0,58.0,35007.2,1277038.7,1263.8,46102.48,350072,12770387,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_56,01/06/2010,2099-01-01 00:00:00,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",258180.0,83147.0,60.0,16873.0,0.0,4121.0,2351.0
1017,30,7326,608.7976848197843,180.0,1874.0,2666.55,1197306.45,100.11,44950.07,29332,13170371,293,Westfield Arkadia,Poland,6.0,77325.5,store_914,01/07/2023,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,86656590.0,631310.0,71.5,16379.0,0.0,44258.0,1225.0
1018,12,2815,572.3235271817424,300.0,4724.0,8588.08,1470386.46,305.88,52369.93,111645,19115024,365,Westfield Forum Des Halles,France,19.0,74438.4,store_1774,01/11/2023,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Men footwear,1718858.0,583275.0,167.0,17371.0,11068.0,9285.0,1246.0
1021,15,417,654.4587218765133,360.0,5485.0,45624.0,393601.54,1620.52,13980.38,593112,5116820,366,Westfield Parly 2,France,12.0,108792.5,store_193,03/03/2015,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,740701.0,333496.0,1268.0,17371.0,0.0,2105.0,6372.0
1022,23,6062,366.6870554765292,180.0,10206.0,2497.62,132955.38,88.71,4722.46,32469,1728420,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3750,10/02/2019,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,1060294.49,191333.0,121.0,21337.0,7377.0,9972.0,3310.0
1023,25,6229,1299.2778716571954,840.0,11371.0,139215.85,1664033.85,4944.83,59105.03,1809806,21632440,366,Westfield Parquesur,Spain,61.0,91858.1,store_1852,01/01/2007,2099-01-01 00:00:00,Culture & Media & Technology,General Culture & Media & Technology,General Culture & Media & Technology,621627.0,199569.0,3238.61,18445.5,0.0,18402.0,0.0
1025,26,6441,1039.9071513235874,300.0,11328.0,2070.46,276626.15,73.54,9825.52,26916,3596140,366,Westfield La Maquinista,Spain,64.0,73650.1,store_4141,10/06/2023,2099-01-01 00:00:00,Entertainment,Entertainment,VR & E-Sports,1213610.0,81600.0,114.24,1928.0,0.0,12232.5,12411.0
1026,33,6963,2060.033412887828,2040.0,2001.0,12179.75,349726.88,440.9,12659.8,97438,2797815,221,Westfield Mokotow,Poland,5.0,65330.2,store_178,09/04/2013,07/10/2024,Food & Beverage Services,Fast Meal,Italian - Fast Meal,480514.0,128564.0,0.0,20312.5,21716.0,12005.0,21867.5
1028,10,4596,491.8235017994054,300.0,1127.0,10457.92,747881.77,371.46,26564.11,135953,9722463,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_513,01/01/2008,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,293750.0,767110.0,196.5,2945.0,2216.0,498.0,3841.0
1029,12,2988,438.683930461164,300.0,4616.0,7212.86,23336.57,1231.46,3984.29,50490,163356,41,Westfield Forum Des Halles,France,19.0,74438.4,store_262,05/04/2016,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,387627.0,435842.0,1293.0,17371.0,0.0,15666.0,3221.0
1032,19,7113,756.4046955829685,240.0,614.0,5036.09,701757.27,189.07,26345.84,55397,7719330,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_111,12/11/2020,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,46913232.0,173138.0,73.0,11143.0,0.0,6990.0,532.0
1035,15,492,397.0815242307381,180.0,5594.0,6436.46,563159.23,228.62,20002.92,83674,7321070,366,Westfield Parly 2,France,12.0,108792.5,store_1422,19/11/2021,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,1014466.0,246931.0,177.0,17371.0,2985.0,19913.0,48554.0
1037,19,7258,271.6407098877218,120.0,725.0,556.64,49089.27,20.97,1849.25,6123,539982,292,Westfield Shopping City Süd,Austria,1.0,120306.9,store_289,02/12/2023,2099-01-01 00:00:00,Services,Multiservices shops,Multiservices shops,707857.0,624629.0,32.0,16873.0,25825.0,6934.0,1693.0
1038,24,2288,330.5494521348347,180.0,11079.0,17963.08,286486.62,638.03,10175.75,233520,3724326,366,Westfield Glòries,Spain,62.0,35087.8,store_177,27/05/2023,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,2043297.41,154005.0,256.17,112406.0,5567.0,6955.0,8032.5
1041,16,1784,604.1685880588833,240.0,5252.0,11310.0,383739.54,401.72,13630.09,147030,4988614,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1334,30/11/2017,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,617945.0,394284.0,245.0,17371.0,4967.0,1085.0,6289.0
1042,25,6296,1152.4963685749833,780.0,11570.0,242415.69,1042209.85,8610.39,37018.38,3151404,13548728,366,Westfield Parquesur,Spain,61.0,91858.1,store_63,04/08/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1777569.51,84113.0,4206.5,86335.0,0.0,18402.0,33275.5
1043,28,5782,3077.386700797021,2940.0,9855.0,3961.92,570259.62,140.72,20255.12,51505,7413375,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3604,12/11/2015,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Mediterranean and Oriental - Fast Meal,612081.69,19704.0,211.0,21337.0,0.0,11717.0,1347.0
1045,16,1630,1202.8143802005548,720.0,5251.0,2529.0,12645.0,1264.5,6322.5,2529,12645,2,Westfield Les Quatre Temps,France,20.0,92213.8,store_1720,15/01/2018,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,4311648.0,62274.0,746.0,17371.0,7717.0,13227.5,6289.0
1048,19,4114,750.1906391299035,540.0,735.0,6630.62,293291.0,234.71,10381.98,53045,2346328,226,Westfield Shopping City Süd,Austria,1.0,120306.9,store_107,01/06/2024,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,2287165.0,248629.0,184.0,10920.0,0.0,6934.0,1693.0
1050,15,580,430.02558362647903,180.0,5624.0,7043.33,315805.67,364.31,16334.78,21130,947417,58,Westfield Parly 2,France,12.0,108792.5,store_2126,08/07/2023,04/01/2024,Gifts,Themed Gift,Themed gift,45762.0,6405.0,0.0,17371.0,10887.0,11600.0,6372.0
1051,22,6636,491.7263971911249,300.0,4405.0,30555.58,773881.08,1088.03,27556.6,366667,9286573,337,Westfield Euralille,France,26.0,58389.7,store_1338,09/03/2012,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,7991502.0,150238.0,98.0,10291.0,0.0,855.0,2748.0
1052,7,4815,1175.2983818418766,720.0,5946.0,17888.11,737485.11,643.97,26549.46,160993,6637366,250,Westfield Vélizy 2,France,14.0,104280.1,store_1454,05/03/2009,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Sandwiches,836081.87,280087.0,182.0,16477.0,0.0,10991.0,28002.0
1053,19,7068,925.5433513616543,660.0,435.0,75220.18,390176.55,2823.97,14648.27,827422,4291942,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_75,21/03/2013,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,8611432.0,22500.0,3134.0,16873.0,7322.0,41242.0,1693.0
1055,15,530,549.1279849745104,120.0,5592.0,5348.8,314877.8,199.58,11749.17,26744,1574389,134,Westfield Parly 2,France,12.0,108792.5,store_1714,20/11/2021,25/05/2024,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",2444532.0,246204.0,0.0,16670.0,3932.0,437.0,6372.0
1056,24,2266,639.4507545026772,300.0,11065.0,9097.31,559562.69,323.13,19875.18,118265,7274315,366,Westfield Glòries,Spain,62.0,35087.8,store_3972,25/11/2021,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Cafeterias,2774618.0,168523.0,99.58,18445.5,0.0,13474.0,1488.0
1058,12,2862,634.8633520314798,180.0,4572.0,31683.38,976939.31,1125.37,34700.03,411884,12700211,366,Westfield Forum Des Halles,France,19.0,74438.4,store_807,13/02/2006,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,3145375.0,3302292.0,259.0,16045.0,6124.0,9285.0,3221.0
1060,12,2931,663.0734206033011,120.0,4714.0,10701.5,582646.75,392.72,21381.53,42806,2330587,109,Westfield Forum Des Halles,France,19.0,74438.4,store_1600,16/06/2023,30/04/2024,Fashion apparel,Women's Fashion,Women's Fashion,3191280.34,56384.0,0.0,31082.0,0.0,1696.0,52052.0
1062,25,6163,460.5440119282177,240.0,11396.0,15206.77,1278756.77,540.13,45420.32,197688,16623838,366,Westfield Parquesur,Spain,61.0,91858.1,store_3799,16/06/2010,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,824717.0,79257.0,428.0,15862.0,0.0,18402.0,83258.0
1064,7,5,570.5725898397724,300.0,6091.0,42984.8,622704.2,1868.9,27074.1,214924,3113521,115,Westfield Vélizy 2,France,14.0,104280.1,store_98,19/09/2024,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1241087.0,163117.0,941.0,17371.0,6879.0,10991.0,21775.0
1065,7,20,1838.072741856168,1080.0,5934.0,113390.33,1188056.44,4065.79,42599.63,1020513,10692508,251,Westfield Vélizy 2,France,14.0,104280.1,store_1466,03/12/2007,2099-01-01 00:00:00,Department Stores,Department Stores,Department Stores,234239.42,69386.0,15695.0,128972.0,0.0,9196.0,64876.0
1067,12,2821,433.7792698138955,240.0,4604.0,15458.0,532557.0,552.07,19019.89,200954,6923241,364,Westfield Forum Des Halles,France,19.0,74438.4,store_355,25/09/2015,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1455554.25,1338522.0,316.0,17371.0,18253.0,9285.0,3221.0
1069,19,7220,3204.6076147087538,2820.0,585.0,19120.82,270712.27,717.85,10163.26,210329,2977835,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_110,28/11/2019,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,1593627.0,193199.0,698.89,6067.0,0.0,3666.0,521.0
1070,32,10947,322.24561663639395,180.0,12187.0,25592.83,1311333.0,965.77,49484.26,153557,7867998,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4326,13/09/2011,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,8406903.35,111277.0,417.89,16030.0,9778.0,6959.5,8741.5
1077,19,7042,606.5876524390244,480.0,704.0,5284.09,530466.36,198.38,19915.12,58125,5835130,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_270,16/03/2023,2099-01-01 00:00:00,Entertainment,Entertainment,Kids Entertainment,612649.0,10790.0,56.0,38734.0,16958.0,6934.0,1693.0
1079,26,6503,777.1072378710437,420.0,11326.0,53643.92,397599.85,1905.39,14122.4,697371,5168798,366,Westfield La Maquinista,Spain,64.0,73650.1,store_63,25/05/2023,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,2732278.0,111123.0,784.52,43844.0,1920.0,475.0,12770.0
1081,7,11,305.7948382630101,180.0,5924.0,4832.89,312052.67,174.68,11279.01,43496,2808474,249,Westfield Vélizy 2,France,14.0,104280.1,store_1501,15/06/2009,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,840546.51,295006.0,139.0,54793.0,4840.0,10991.0,1430.0
1083,10,4622,536.2045760430686,360.0,1322.0,4590.92,456230.38,163.07,16204.9,59682,5930995,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_584,20/07/2018,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,2148032.0,150498.0,168.0,19114.0,0.0,10276.0,28439.0
1084,16,1713,1617.8191218850652,420.0,5235.0,19861.77,1242582.15,705.47,44135.43,258203,16153568,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1310,26/01/2017,2099-01-01 00:00:00,Home,Furniture & Interior Design,Tableware and kitchen tools,8057760.0,696313.0,186.0,92.0,0.0,13227.5,6289.0
1085,18,11183,385.1213139231056,240.0,9281.0,8660.0,310284.75,449.87,16118.69,34640,1241139,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3104,01/01/2020,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,598877.0,306000.0,510.0,20531.5,7630.0,10671.0,36945.0
1086,33,6862,409.1261079147877,240.0,2216.0,6384.09,189053.64,220.83,6539.59,70225,2079590,318,Westfield Mokotow,Poland,5.0,65330.2,store_444,03/08/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,333253.0,99096.0,368.0,147.0,2396.0,12005.0,186013.0
1087,25,6219,532.130844954881,240.0,11382.0,11251.23,1173688.92,399.63,41688.4,146266,15257956,366,Westfield Parquesur,Spain,61.0,91858.1,store_3959,01/06/2009,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,799588.96,163128.0,33.0,18445.5,0.0,86676.0,772.0
1089,19,7137,418.9679807514344,300.0,644.0,11081.64,522817.82,416.03,19627.97,121898,5750996,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_39,02/11/2021,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,615023.0,160969.0,95.0,73645.0,-41943.0,27532.0,1693.0
1090,16,1634,316.8201304753029,180.0,5112.0,3924.92,409323.69,139.41,14538.82,51024,5321208,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1515,09/10/1999,2099-01-01 00:00:00,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,371955.97,84132.0,210.0,95690.0,0.0,13227.5,141460.0
1091,16,1785,622.6475944756412,240.0,5138.0,28333.23,837609.77,1006.37,29751.17,368332,10888927,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1390,23/11/2007,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,9297284.0,192828.0,297.0,11959.0,0.0,119253.0,370611.0
1092,23,5931,642.2761297477127,360.0,10255.0,2844.92,288580.0,101.05,10250.11,36984,3751540,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3507,10/12/2020,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,4562888.0,189847.0,174.0,59128.0,1613.0,686.0,3310.0
1093,32,11327,435.22314709156205,300.0,12305.0,79292.33,616065.67,2992.16,23247.76,475754,3696394,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_199,15/06/2018,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,3514345.0,116001.0,618.22,117793.0,14176.0,6959.5,8741.5
1094,22,6704,2164.736225087925,1860.0,4422.0,1669.25,513277.17,59.44,18276.93,20031,6159326,337,Westfield Euralille,France,26.0,58389.7,store_1791,20/12/2014,2099-01-01 00:00:00,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",2309707.0,100341.0,40.0,202633.0,0.0,17866.0,2748.0
1095,26,6385,516.6845279288186,180.0,11121.0,9071.92,364364.38,322.23,12941.9,117935,4736737,366,Westfield La Maquinista,Spain,64.0,73650.1,store_4013,01/01/2007,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,6390797.6,17945.0,160.71,51503.0,0.0,12232.5,12770.0
1096,26,6482,1240.4128718882816,900.0,11232.0,25269.31,420135.08,897.54,14922.83,328501,5461756,366,Westfield La Maquinista,Spain,64.0,73650.1,store_7,04/07/2018,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,1896391.0,99376.0,370.0,35941.0,2078.0,12232.5,10406.0
1105,23,6033,468.7656979552407,240.0,10125.0,17179.31,369883.69,610.19,13137.95,223331,4808488,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3580,01/08/2014,2099-01-01 00:00:00,Culture & Media & Technology,Computer Products & Electronics games,Computer products,265016.0,35505.0,360.0,34913.0,0.0,9972.0,14312.0
1107,16,1862,2097.394586031776,1800.0,5104.0,31682.15,1010330.92,1131.51,36083.25,411868,13134302,364,Westfield Les Quatre Temps,France,20.0,92213.8,store_654,01/12/1994,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Sandwiches,1423879.0,167431.0,422.0,17371.0,2146.0,13227.5,6289.0
1109,28,5784,969.8863636363636,540.0,9871.0,10221.92,558779.85,363.07,19847.37,132885,7264138,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3078,12/11/2015,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Juices,1566407.0,41045.0,137.0,17295.0,3395.0,11717.0,35295.0
1111,10,4524,427.8839437925156,240.0,1278.0,10598.11,246887.11,364.06,8480.85,95383,2221984,262,Westfield Chodov,Czech Republic,4.0,91831.5,store_105,11/10/2017,30/09/2024,Fashion apparel,Family Fashion,Family Fashion,1154851.0,360000.0,443.1,21828.0,16321.0,10276.0,3841.0
1112,10,4524,427.8839437925156,240.0,1278.0,6207.33,217528.0,351.36,12312.91,18622,652584,53,Westfield Chodov,Czech Republic,4.0,91831.5,store_105,11/10/2017,30/09/2024,Fashion apparel,Family Fashion,Family Fashion,1154851.0,360000.0,443.1,21828.0,16321.0,10276.0,3841.0
1117,7,4837,1904.881772172903,480.0,5928.0,4025.56,603448.0,144.92,21724.13,36230,5431032,250,Westfield Vélizy 2,France,14.0,104280.1,store_1309,05/11/2009,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,3373943.0,173972.0,35.0,92.0,0.0,10991.0,73978.0
1119,25,6335,3774.1413798948975,3780.0,11365.0,3135.18,252820.45,119.75,9656.34,34487,2781025,288,Westfield Parquesur,Spain,61.0,91858.1,store_3908,01/01/2007,25/06/2024,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,57675.0,66318.0,0.0,18445.5,0.0,27384.0,33275.5
1120,33,6918,465.2767427065346,300.0,2229.0,1722.18,218285.91,59.57,7550.77,18944,2401145,318,Westfield Mokotow,Poland,5.0,65330.2,store_929,22/11/2023,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,4038633.0,124800.0,98.9,20312.5,7660.0,12005.0,86425.0
1121,22,6715,719.4472855774136,540.0,4510.0,86164.75,497053.75,3041.11,17543.07,1033977,5964645,340,Westfield Euralille,France,26.0,58389.7,store_1421,12/01/2023,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,765540.0,92111.0,487.0,11430.0,2077.0,22023.0,2748.0
1122,10,4705,2685.8370974792365,1320.0,1480.0,1327.5,326224.7,50.48,12403.98,13275,3262247,263,Westfield Chodov,Czech Republic,4.0,91831.5,store_57,25/04/2024,2099-01-01 00:00:00,Services,Imaterial services,Travel Agency,1479524.0,138116.0,39.1,19114.0,14018.0,64417.0,3841.0
1124,19,7185,280.703620119331,180.0,393.0,4612.73,289666.55,173.17,10874.85,50740,3186332,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_314,01/07/2006,2099-01-01 00:00:00,Home,Furniture & Interior Design,Tableware and kitchen tools,5383965.0,97632.0,182.3,26372.0,0.0,6934.0,839.0
1126,26,6548,789.9198804997284,540.0,11104.0,2460.31,470969.15,87.39,16728.41,31984,6122599,366,Westfield La Maquinista,Spain,64.0,73650.1,store_3900,01/01/2007,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,1938526.0,3615023.0,66.04,6956.0,0.0,12206.0,12770.0
