,external_mall_id,block_id,average_dwell_time,median_dwell_time,store_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data,mall_name,mall_country,mall_id,total_mall_area,store_name,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m
919,14,4978,1022.5250460713688,240.0,4751.0,5303.38,1198604.62,188.37,42573.39,68944,15581860,366,Westfield La Part Dieu,France,17.0,141267.4,store_1321,06/04/1996,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,279573.0,73269.0,104.0,,6111.0,0.0,,,,
920,15,585,764.0321100356099,300.0,5568.0,15304.38,355003.31,543.6,12609.41,198957,4615043,366,Westfield Parly 2,France,12.0,108792.5,store_1997,19/10/2019,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,,863000.0,609.72,,,2972.0,,,,
921,16,1663,1119.2780719083366,780.0,5274.0,25937.46,570887.46,921.28,20277.42,337187,7421537,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1948,01/03/2019,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Sandwiches,335619.0,159886.0,199.0,,386.0,19816.0,,,,
922,16,1628,3130.937412293012,3060.0,5333.0,1369.08,131078.46,48.63,4655.79,17798,1704020,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1611,01/01/2022,2099-01-01 00:00:00,Entertainment,Entertainment,Others Entertainment,965632.0,308036.0,336.0,,29487.0,5954.0,,,,
923,32,11453,699.1843056272586,180.0,12092.0,5004.33,966039.67,188.84,36454.33,30026,5796238,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4507,02/12/2015,2099-01-01 00:00:00,Auto,Auto Dealer,Auto Dealer,539108.0,20131.0,647.7,,35306.0,4248.0,,7615.0,,
924,12,2901,270.91264817585454,120.0,4566.0,5282.77,617552.92,187.64,21934.94,68676,8028188,366,Westfield Forum Des Halles,France,19.0,74438.4,store_50,06/06/2009,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Watches,1913440.0,134794.0,34.0,,109707.0,0.0,,298131.0,,
925,26,6404,527.4053937664854,300.0,11218.0,6291.77,629668.15,223.48,22365.26,81793,8185686,366,Westfield La Maquinista,Spain,64.0,73650.1,store_1180,04/08/2017,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,38731.0,,122.0,,-557.0,0.0,4851.0,,,
926,10,4592,330.14377077389594,240.0,1437.0,25541.54,747513.54,907.21,26551.03,332040,9717676,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_2,14/10/2022,2099-01-01 00:00:00,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,3416273.0,484999.0,316.26,,53505.0,0.0,,,,37064.0
927,19,7237,3058.5040805451945,3060.0,522.0,18186.0,209174.45,682.75,7852.97,200046,2300919,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_368,02/09/2016,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,445894.12,,1004.92,,32256.0,0.0,,,,
928,22,6680,327.6905132192846,180.0,4467.0,13056.5,333449.67,464.92,11873.58,156678,4001396,337,Westfield Euralille,France,26.0,58389.7,store_298,31/05/2018,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,7432647.0,,203.0,,14128.0,0.0,,,,
929,12,2824,1655.9437148217637,300.0,4674.0,1619.92,568262.46,57.54,20184.19,21059,7387412,366,Westfield Forum Des Halles,France,19.0,74438.4,store_1823,19/05/2021,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Women footwear,292885.0,106582.0,77.0,,,4000.0,10420.0,8991.0,49717.0,
930,18,11151,587.9527559055118,120.0,9442.0,300.0,461775.5,15.58,23988.34,1200,1847102,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3345,17/05/2022,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,1874565.0,307017.0,73.0,,2621.0,0.0,,,,
931,30,7348,394.3961722907132,240.0,1890.0,13235.18,649887.73,496.88,24398.52,145587,7148765,293,Westfield Arkadia,Poland,6.0,77325.5,store_133,24/11/2023,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,15998827.59,89976.0,164.0,,,0.0,,2463.0,,1567.0
932,36,1154,233.4288923356688,180.0,7294.0,22088.5,756281.0,910.87,31186.85,88354,3025124,97,Westfield CentrO,Germany,35.0,139180.0,store_125,08/08/2023,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,372491.0,140316.0,123.0,,2301.0,0.0,,,,
933,13,7664,241.08921698167404,120.0,340.0,3017.9,772143.9,108.95,27875.23,30179,7721439,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_289,21/03/2024,2099-01-01 00:00:00,Services,Multiservices shops,Multiservices shops,621880.0,,14.2,,,0.0,,,,
934,13,7664,241.08921698167404,120.0,33.0,3017.9,772143.9,108.95,27875.23,30179,7721439,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_33,01/11/1986,2099-01-01 00:00:00,Services,Multiservices shops,Multiservices shops,3850875.0,65384.0,34.27,,4373.0,4326.0,,72250.0,,94.0
935,18,11228,494.19787798408487,420.0,9220.0,17296.0,105500.75,922.45,5626.71,69184,422003,75,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3233,28/08/2018,2099-01-01 00:00:00,Food Stores & Mass Merchandise,Supermarkets,Supermarkets,3127793.66,,704.0,,5348.0,10393.0,,,14472.0,
936,19,7177,285.60583632903365,180.0,556.0,6661.64,294798.91,250.1,11067.54,73278,3242788,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_281,13/09/2018,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,362198.0,,260.0,,127676.0,1067.0,5950.0,32515.0,,
937,32,11611,2429.5973985754104,2160.0,12283.0,22399.17,254256.17,850.6,9655.3,134395,1525537,158,Westfield Stratford City,United Kingdom,68.0,162896.4,store_3731,13/09/2011,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,1474035.0,294110.0,766.78,,741.0,2832.0,,,4387.0,79443.0
938,32,10981,356.4547535787064,180.0,12308.0,59669.5,1474125.5,2251.68,55627.38,358017,8844753,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_673,18/04/2019,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,,115050.0,595.47,,386.0,0.0,,16740.0,,
939,32,11473,254.17704918032783,120.0,12364.0,2856.0,1311531.83,107.77,49491.77,17136,7869191,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4241,30/06/2022,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,5075745.0,25713.0,64.36,,24054.0,1421.0,,,,264.0
940,32,11504,683.5413223140496,240.0,12182.0,19420.0,1039128.0,732.83,39212.38,116520,6234768,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4539,17/10/2017,2099-01-01 00:00:00,Food & Beverage Services,Gourmet Food Products,Gourmet General Grocery,220118.42,,43.5,,107834.0,22768.0,,,,1501.0
941,32,11626,384.2014519056261,180.0,12209.0,15091.67,1311134.17,569.5,49476.76,90550,7866805,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4225,23/02/2017,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,511979.0,,253.54,,,2477.0,,,,
942,10,4601,415.2493557677733,180.0,1185.0,7216.69,747734.85,256.33,26558.89,93817,9720553,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_23,03/03/2016,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,454062.0,244932.0,138.7,,12131.0,8452.0,,,,
943,12,2834,1281.2857808936851,900.0,4667.0,144522.0,605491.77,5161.5,21624.71,1878786,7871393,364,Westfield Forum Des Halles,France,19.0,74438.4,store_1926,03/09/2020,2099-01-01 00:00:00,Health & Beauty,Pharmacy,Pharmacy,201052.0,247710.0,2001.7,,11150.0,0.0,,29860.0,,
944,28,5735,906.4395805475403,180.0,9794.0,3049.69,548996.0,108.32,19499.86,39646,7136948,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3578,12/11/2015,2099-01-01 00:00:00,Health & Beauty,Hair & Body,Hairdressers,,,85.0,,,0.0,10282.0,4736.0,,1609.0
945,18,11140,237.40168175937904,180.0,9310.0,12094.5,359391.25,628.29,18669.68,48378,1437565,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_2610,18/01/2021,2099-01-01 00:00:00,Food & Beverage Services,Gourmet Food Products,Chocolate,786948.0,152422.0,157.0,,,9076.0,,11015.0,,
946,23,6091,460.4789956935078,240.0,10196.0,21827.31,303127.77,775.29,10766.83,283755,3940661,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3586,13/09/2018,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,,190223.0,889.0,,,0.0,,7045.0,,
947,14,5239,2068.4947391024266,1740.0,5001.0,14424.69,613224.92,512.35,21781.21,187521,7971924,366,Westfield La Part Dieu,France,17.0,141267.4,store_1400,09/06/2021,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,1480120.8,34843.0,292.5,,92.0,0.0,,23432.0,,
948,10,4514,345.9299797586026,240.0,1285.0,6477.85,319262.38,230.09,11339.92,84212,4150411,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_544,11/10/2017,2099-01-01 00:00:00,Home,Furniture & Interior Design,Decoration accessories / Design,,,101.5,,,3041.0,1928.0,48932.0,,
949,26,6575,268.2376125612415,120.0,11155.0,15320.69,1176383.85,544.18,41784.13,199169,15292990,366,Westfield La Maquinista,Spain,64.0,73650.1,store_180,24/08/2012,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,,1209521.0,138.22,,34796.0,0.0,,9421.0,,
950,7,4818,399.2160842613418,300.0,5933.0,20302.0,583291.5,824.45,23686.96,162416,4666332,197,Westfield Vélizy 2,France,14.0,104280.1,store_62,15/12/2006,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,1398768.0,248453.0,224.0,,22636.0,0.0,,,,318580.0
951,12,2848,2845.957624989532,1080.0,4649.0,7628.38,1487478.92,271.7,52978.7,99169,19337226,365,Westfield Forum Des Halles,France,19.0,74438.4,store_1942,22/03/2018,2099-01-01 00:00:00,Services,Clothing-related services,Shoes repairs,,104966.0,40.0,,50310.0,0.0,,,,1514.0
952,28,5748,623.3637488846032,300.0,9910.0,24954.31,385736.92,886.36,13701.04,324406,5014580,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_133,12/11/2015,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,33278092.0,73673.0,145.0,,20046.0,0.0,,,,
953,22,6705,319.6416721964167,120.0,4512.0,1636.33,513288.75,58.27,18277.34,19636,6159465,337,Westfield Euralille,France,26.0,58389.7,store_1579,15/04/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,6622966.0,43428.0,91.0,,,3722.0,1377.0,10639.0,,
954,16,1887,2278.772362829144,2340.0,5353.0,13860.0,122344.23,492.3,4345.56,180180,1590475,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_2071,13/01/2023,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,1344158.0,297072.0,212.0,,,1225.0,,,,
955,10,4707,1677.9862623555034,1380.0,1174.0,3134.15,657557.46,111.32,23355.87,40744,8548247,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_478,30/08/2015,2099-01-01 00:00:00,Health & Beauty,Hair & Body,Hairdressers,12403398.5,113899.0,98.2,,27025.0,0.0,,9123.0,,401.0
956,13,7615,400.09062448508814,240.0,316.0,6154.9,1268144.1,223.0,45947.25,61549,12681441,276,Westfield Donau Zentrum,Austria,0.0,108440.8,store_224,07/02/2023,2099-01-01 00:00:00,Gifts,Themed Gift,Themed gift,578764.0,51816.0,133.0,,9624.0,0.0,,,,76272.0
957,23,5914,1198.6707942835333,480.0,10099.0,24428.77,431700.92,867.69,15333.64,317574,5612112,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3520,29/08/2013,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,164252.0,112698.0,539.0,,123999.0,0.0,2905.0,,,
958,14,5059,518.4111203166713,240.0,4841.0,6065.0,2521877.38,215.42,89574.88,78845,32784406,366,Westfield La Part Dieu,France,17.0,141267.4,store_364,21/04/2012,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,383748.0,,75.0,,,0.0,,,,
959,28,5694,414.924727937652,240.0,9781.0,36248.85,993782.77,1287.53,35298.3,471235,12919176,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3532,12/11/2015,2099-01-01 00:00:00,Health & Beauty,Pharmacy,Pharmacy,,92256.0,523.0,,,12518.0,,3748.0,,
960,30,7421,309.0687022900763,180.0,1787.0,5168.0,421654.18,194.02,15830.02,56848,4638196,293,Westfield Arkadia,Poland,6.0,77325.5,store_946,02/06/2018,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,,,64.6,,,1891.0,1321.0,,,
961,23,5909,389.4944602932396,180.0,10104.0,4949.77,255781.85,175.81,9085.15,64347,3325164,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3711,29/08/2013,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Jeans,,144483.0,142.0,,28917.0,1890.0,,12706.0,,
962,7,35,1124.6135028464378,900.0,5931.0,132706.89,907240.89,4758.41,32530.55,1194362,8165168,251,Westfield Vélizy 2,France,14.0,104280.1,store_1852,02/07/2007,2099-01-01 00:00:00,Culture & Media & Technology,General Culture & Media & Technology,General Culture & Media & Technology,7112466.0,480521.0,6162.0,,,4296.0,,3144.0,,
963,12,2878,816.2055856669677,300.0,4666.0,29562.23,1582840.46,1050.02,56221.11,384309,20576926,366,Westfield Forum Des Halles,France,19.0,74438.4,store_62,05/08/2020,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,491237.0,86060.0,84.0,,,2187.0,,,,979.0
964,13,7556,293.6998820754717,180.0,30.0,6439.9,534976.6,232.49,19313.23,64399,5349766,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_30,01/02/2003,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Jeans,11522845.0,1552694.0,206.0,,-2129.0,0.0,,,,
965,22,6672,709.6977976210309,240.0,4451.0,36696.83,497138.25,1295.18,17546.06,440362,5965659,340,Westfield Euralille,France,26.0,58389.7,store_1819,17/12/2016,2099-01-01 00:00:00,Culture & Media & Technology,General Culture & Media & Technology,General Culture & Media & Technology,,67404.0,188.0,,7309.0,12673.0,,,,
966,23,6049,305.0766027071248,180.0,10119.0,6187.0,199580.69,219.76,7088.93,80431,2594549,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3544,21/12/2013,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones accessories,45529509.11,128958.0,37.0,,36242.0,2198.0,,,,
967,28,5764,341.01457899434695,120.0,9997.0,7482.25,1203340.63,259.13,41674.13,59858,9626725,231,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3668,11/02/2022,30/08/2024,Auto,Auto Dealer,Auto Dealer,3445983.0,76314.0,0.0,,17181.0,3596.0,,,,
968,33,6813,341.8112067910052,240.0,2013.0,4293.18,420431.27,148.51,14543.22,47225,4624744,318,Westfield Mokotow,Poland,5.0,65330.2,store_815,06/11/2013,2099-01-01 00:00:00,Food & Beverage Services,Gourmet Food Products,Wines and spirits,159141.0,102559.0,35.3,,1631623.0,0.0,,263815.0,,
969,14,5174,409.19384615384615,240.0,4864.0,2321.15,1206192.69,82.45,42842.91,30175,15680505,366,Westfield La Part Dieu,France,17.0,141267.4,store_1982,28/01/2014,2099-01-01 00:00:00,Food Stores & Mass Merchandise,Grocery,Grocery,2076297.0,5942.0,29.0,,77668.0,436.0,4614.0,7832.0,,
970,33,6817,576.6709653647753,240.0,2143.0,2303.36,557119.91,79.68,19271.44,25337,6128319,318,Westfield Mokotow,Poland,5.0,65330.2,store_1064,05/12/2020,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,5555096.0,260361.0,43.8,,552.0,5341.0,,12063.0,,28499.0
971,33,6899,361.45254234597496,120.0,1935.0,7873.25,432046.25,366.2,20095.17,31493,1728185,86,Westfield Mokotow,Poland,5.0,65330.2,store_105,24/09/2005,25/08/2024,Fashion apparel,Family Fashion,Family Fashion,26584815.0,,0.0,,497.0,0.0,,23528.0,,
972,33,6899,361.45254234597496,120.0,1935.0,13693.33,387628.5,461.57,13066.13,82160,2325771,178,Westfield Mokotow,Poland,5.0,65330.2,store_105,24/09/2005,25/08/2024,Fashion apparel,Family Fashion,Family Fashion,26584815.0,,0.0,,497.0,0.0,,23528.0,,
973,18,11196,274.0655922163021,180.0,9491.0,11548.0,474814.75,599.9,24665.7,46192,1899259,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3127,18/03/2024,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,388490.38,277281.0,225.0,,40794.0,0.0,,155634.0,,
974,26,6468,458.1338094412495,300.0,11352.0,43453.6,372975.7,1664.89,14290.26,434536,3729757,261,Westfield La Maquinista,Spain,64.0,73650.1,store_3017,25/04/2024,2099-01-01 00:00:00,Gifts,Toys,Toys,1225975.54,,194.0,0.0,,0.0,,,,123250.0
975,26,6468,458.1338094412495,300.0,11352.0,2922.0,190424.0,171.88,11201.41,2922,190424,17,Westfield La Maquinista,Spain,64.0,73650.1,store_3017,25/04/2024,2099-01-01 00:00:00,Gifts,Toys,Toys,1225975.54,,194.0,0.0,,0.0,,,,123250.0
976,26,6468,458.1338094412495,300.0,11216.0,43453.6,372975.7,1664.89,14290.26,434536,3729757,261,Westfield La Maquinista,Spain,64.0,73650.1,store_133,26/05/2017,29/01/2024,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,1018750.0,,0.0,,,316.0,,9620.0,,
977,26,6468,458.1338094412495,300.0,11216.0,2922.0,190424.0,171.88,11201.41,2922,190424,17,Westfield La Maquinista,Spain,64.0,73650.1,store_133,26/05/2017,29/01/2024,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,1018750.0,,0.0,,,316.0,,9620.0,,
978,13,7557,725.6631772690671,360.0,191.0,12440.2,535074.5,449.1,19316.77,124402,5350745,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_181,11/04/2019,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,,61962.0,338.56,,18530.0,0.0,,215630.0,,
979,17,4331,1062.4964214142572,300.0,5698.0,4459.23,248501.54,158.39,8826.56,57970,3230520,366,Westfield Rosny 2,France,15.0,98221.7,store_1323,25/07/2008,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,,143636.0,245.0,,,0.0,,18336.0,,
980,10,4581,912.3089632383312,600.0,1388.0,1253.62,265504.62,44.53,9430.49,16297,3451560,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_752,14/07/2021,2099-01-01 00:00:00,Services,Imaterial services,Travel Agency,2393989.54,160000.0,47.0,,,4917.0,,,,
981,12,13554,496.1315146458476,300.0,4646.0,78325.86,513487.29,2963.68,19429.25,548281,3594411,185,Westfield Forum Des Halles,France,19.0,74438.4,store_63,06/10/2017,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,,1746500.0,837.0,,,0.0,,,,
982,13,7612,1411.7943925233644,540.0,122.0,1499.5,444149.7,54.33,16092.38,14995,4441497,276,Westfield Donau Zentrum,Austria,0.0,108440.8,store_115,05/12/2014,2099-01-01 00:00:00,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",1241575.0,109467.0,185.0,,,6994.0,5634.0,3962.0,,88607.0
983,18,11163,417.270763793442,240.0,9292.0,55269.5,441932.0,2871.14,22957.51,221078,1767728,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_67,18/11/2020,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,2120508.0,407793.0,1024.0,,,8517.0,4683.0,2124.0,,
984,28,5815,369.5395241749808,120.0,10000.0,12686.77,598052.15,450.62,21242.29,164928,7774678,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_2055,19/11/2021,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,626469.0,59476.0,128.0,,552.0,0.0,,,,25371.0
985,32,11625,438.32578125,300.0,12345.0,14185.17,1311505.17,535.29,49490.76,85111,7869031,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4267,07/10/2021,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,1220295.0,,201.31,,63504.0,0.0,,1541.0,7676.0,
986,18,11096,255.66041185367396,180.0,9345.0,25219.75,445708.0,1310.12,23153.66,100879,1782832,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_94,18/01/2021,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,392234.0,359758.0,234.0,,1278.0,5476.0,4786.0,1061.0,9046.0,
987,19,7232,2846.299797280368,2820.0,457.0,9386.55,208052.73,352.4,7810.85,103252,2288580,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_339,20/09/2013,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,251396.0,59456.0,248.0,,3035.0,0.0,,,,
988,30,7402,610.3010917182394,360.0,1880.0,2347.91,258852.0,88.15,9717.99,25827,2847372,293,Westfield Arkadia,Poland,6.0,77325.5,store_980,10/08/2023,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,,91305.0,69.0,,15906.0,3855.0,,15382.0,,
989,33,6774,253.25726456716876,120.0,2139.0,4106.36,657157.91,142.04,22731.88,45170,7228737,318,Westfield Mokotow,Poland,5.0,65330.2,store_33,07/10/2020,2099-01-01 00:00:00,Services,Multiservices shops,Multiservices shops,,65728.0,25.4,,386.0,9030.0,,,,826.0
990,7,4827,432.87186208956217,240.0,6043.0,10895.22,652392.89,392.23,23486.14,98057,5871536,250,Westfield Vélizy 2,France,14.0,104280.1,store_1422,04/12/2020,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,1440368.91,,268.0,,,0.0,2629.0,19678.0,,
991,22,6637,2454.420723724405,900.0,4448.0,13768.08,773859.08,490.26,27555.81,165217,9286309,337,Westfield Euralille,France,26.0,58389.7,store_951,26/11/2016,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,928844.0,111827.0,206.0,,38385.0,0.0,,,,
992,36,1152,523.0634815890194,360.0,7274.0,19762.0,435440.0,814.93,17956.29,79048,1741760,97,Westfield CentrO,Germany,35.0,139180.0,store_2623,20/10/2022,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,348087.0,41948.0,503.0,,,0.0,,119253.0,,54910.0
993,25,6256,2421.5383382099485,2520.0,11535.0,6357.7,422258.7,245.47,16303.42,63577,4222587,259,Westfield Parquesur,Spain,61.0,91858.1,store_87,20/09/2021,06/02/2024,Food & Beverage Services,Fast Meal,Sandwiches,268976.0,,0.0,,,0.0,,3791.0,,
